,val_loss,val_acc,loss,acc
0,0.3291947509029082,0.8514285802841186,0.4672638783146196,0.7951219607053733
1,0.3628871593092169,0.8628571501799992,0.3468797902871715,0.8510378590069703
2,0.2163386301004461,0.9485714316368103,0.34194811123491425,0.865853665987166
3,0.24822146062340056,0.9371428608894348,0.3018186375578275,0.8939024446214118
4,0.31030696384675266,0.9428571462631226,0.2654950591798009,0.9012195179011764
5,0.19731717318972045,0.9190751484708289,0.27176889026872586,0.9134146386712063
6,0.41559212706862514,0.8628571493285043,0.24216689943355826,0.9256097603498435
7,0.19552704122699133,0.9142857193946838,0.22013723198608381,0.9341463453885985
8,0.24436277715223176,0.9428571462631226,0.27219703002256435,0.9146341510662218
9,0.23318625454391753,0.9485714316368103,0.30614781343133357,0.9047619100746509
