,val_loss,val_acc,loss,acc
0,0.3951218309147017,0.8571428656578064,0.4337298400109498,0.8231707408842517
1,0.29422053119965963,0.8514285794326237,0.3725472116522014,0.8621951294381444
2,0.34804866697107045,0.8685714364051819,0.3448641136008905,0.8400488486729554
3,0.2729176452117307,0.8914285778999329,0.34954094976220823,0.8731707388126269
4,0.24054209486182246,0.8857142925262451,0.2930843884679656,0.9024390296601668
5,0.4491842591144532,0.8901734169507991,0.22108145593115408,0.9304878087487163
6,0.23443104454449246,0.9200000047683716,0.32141053955058524,0.8998779054817554
7,0.3026908627411883,0.9200000047683716,0.2283885893937223,0.9268292726539984
8,0.297862487652206,0.9200000039168766,0.2616707925864342,0.9231707362866983
9,2.7701891486407155,0.7314285831792015,0.20455394648547554,0.9378048817558986
